Date,Close,High,Low,Open,Volume,RSI_14,MACD,MACD_Signal,MACD_Hist,Open_Growth,High_Growth,Low_Growth,Close_Growth,Volume_Growth,landmark,ground_truth
2014-02-20,29.989505767822266,30.058743382643925,29.892621702864545,29.965346445460163,67963968,63.00725032609897,0.4879627898955903,0.39119448687024044,0.09676830302534983,-0.0017919965020911643,-0.0019268078235752384,0.0022715409029125944,0.0014722270488249922,-0.19148127020346073,-,-
2014-02-21,29.981534957885742,30.132964003692088,29.95787488133093,30.08165747696524,74417508,62.872447071600405,0.48741364266077625,0.4104383180283476,0.07697532463242862,0.003881517996689121,0.002469185757479675,0.0021829192205022885,-0.00026578663877396824,0.09495531514581379,-,-
2014-02-24,30.198715209960938,30.389244878693404,30.01416130487468,30.020636314340123,66905028,65.06558472566181,0.4987537480678661,0.42810140403625135,0.07065234403161474,-0.002028517300678767,0.008505000535955043,0.0018788523473949326,0.007243800305096526,-0.10095043763088651,-,-
2014-02-25,30.3852596282959,30.497335566172154,30.146659996523397,30.284140522340202,57490452,66.87552869343165,0.5168356788600512,0.4458482590010113,0.07098741985903989,0.008777435802525213,0.003556873094748614,0.004414539200440659,0.006177230290692393,-0.1407155229050947,-,-
2014-02-26,30.389493942260742,30.606424795729776,30.229847276169288,30.484884063873583,79208712,66.91742699444382,0.5254503484994437,0.46176867690069784,0.06368167159874588,0.0066286689359829065,0.0035770085331199297,0.0027594194400137884,0.00013935421374178247,0.3777715993605337,-,-
2014-02-27,30.365585327148438,30.49061318724589,30.31079167383687,30.345161806761144,50349600,66.4066689675727,0.524304455433036,0.4742758326071655,0.05002862282587056,-0.004583329128616143,-0.00378389861791506,0.0026776317104120206,-0.0007867394948309903,-0.3643426495812734,-,-
2014-02-28,30.276920318603516,30.489616122437702,30.04205648173698,30.393728654329887,92451456,64.442271656148,0.5103587042813196,0.48149240694199635,0.02886629733932322,0.0016004807579546032,-3.270071356276105e-05,-0.008865990535372625,-0.0029199176498551083,0.8361904761904762,-,-
2014-03-03,29.954137802124023,30.082404113470144,29.691378843761882,30.05525691029476,84107808,57.74532428768234,0.46786745970788957,0.47876741749517504,-0.010899957787285475,-0.011136236290209545,-0.01335576044422171,-0.011672890575526451,-0.01066100888342858,-0.09024896265560167,-,-
2014-03-04,30.258487701416016,30.285634904392197,30.123748279889597,30.260729561895346,58649292,61.77862156098983,0.4535234001171524,0.47371861401957055,-0.02019521390241813,0.006836496264658765,0.006755802832628444,0.014562120486316,0.010160529450138567,-0.302689091600152,-,-
2014-03-05,30.341922760009766,30.461971447394937,30.17131736588167,30.26197509128356,49362588,62.826190528547144,0.4437726071049113,0.46772941263663875,-0.023956805531727465,4.1159925958433874e-05,0.005822448284786175,0.0015791224103351986,0.0027574100667908663,-0.15834298562376503,-,-
2014-03-06,30.375547409057617,30.538432529484954,30.350391493853692,30.44204581424239,50673276,63.263180730039274,0.4337581674084845,0.46093516359100795,-0.02717699618252345,0.0059503955844144585,0.00251005034989471,0.005935243920589306,0.0011081911095023322,0.026552254513073636,-,-
2014-03-07,30.25550079345703,30.55935357479095,30.17206599513401,30.554621179909617,60543396,60.527507235725295,0.41139261520629944,0.45102665391406627,-0.03963403870776683,0.0036980223456124506,0.0006850726633005344,-0.005875558434091266,-0.003952080730725838,0.19477959151486468,-,-
